Formulary_Record_ID,Plan_ID,NDC,Drug_Name,Formulary_Tier,Coverage_Status,Prior_Authorization_Flag,Step_Therapy_Flag,Quantity_Limit_Flag,Effective_Date,End_Date,Source_System
FRM002264,PLAN004,77464349998,Eliquis,1,Covered,N,N,N,2024-01-24,2025-09-03,FormularyManager
FRM002265,PLAN008,81276626479,Glucophage,1,Covered,N,N,N,2024-11-21,2026-06-27,FormularyManager
FRM002266,PLAN018,12250369486,Cymbalta,3,Excluded,N,N,N,2026-02-06,2027-01-06,FormularyManager
FRM002267,PLAN001,50540304418,Glucophage,3,Covered,N,N,N,2025-02-08,2026-03-31,FormularyManager
FRM002268,PLAN019,39023637631,Cymbalta,2,Covered,N,N,N,2026-01-19,2026-10-22,FormularyManager
FRM002269,PLAN003,96005568835,Vibramycin,2,Non-Preferred,N,N,N,2025-12-22,2027-02-17,FormularyManager
FRM002270,PLAN006,31054839415,Humalog,4,Covered,N,N,N,2026-04-20,2027-10-04,FormularyManager
FRM002271,PLAN018,74192691278,Prilosec,3,Covered,N,Y,N,2024-12-02,2026-07-20,FormularyManager
FRM002272,PLAN015,38999870858,Jardiance,5,Covered,N,N,N,2024-05-17,2025-05-20,FormularyManager
FRM002273,PLAN017,36285274953,Lasix,1,Covered,N,N,N,2025-09-28,2027-04-09,FormularyManager
FRM002274,PLAN010,47041166680,Jardiance,4,Covered,Y,N,N,2025-09-29,2026-09-26,FormularyManager
FRM002275,PLAN019,57938753177,Lopressor,4,Covered,N,N,N,2024-10-19,2025-04-23,FormularyManager
FRM002276,PLAN020,20379513865,Prilosec,1,Covered,N,Y,N,2025-12-26,2027-03-01,FormularyManager
FRM002277,PLAN013,83490963119,Eliquis,5,Non-Preferred,N,Y,N,2026-03-30,2026-12-21,FormularyManager
FRM002278,PLAN016,20858309589,Wellbutrin,3,Covered,Y,N,N,2024-05-27,2026-03-31,FormularyManager
FRM002279,PLAN005,84799902623,Plavix,3,Excluded,N,N,N,2025-03-01,2026-04-04,FormularyManager
FRM002280,PLAN018,37173563991,Lasix,1,Covered,N,N,Y,2025-02-01,2026-08-04,FormularyManager
FRM002281,PLAN006,25975107640,Wellbutrin,3,Non-Preferred,N,N,N,2026-02-01,2026-12-24,FormularyManager
FRM002282,PLAN004,98610652597,Prinivil,5,Covered,N,Y,N,2025-06-23,2026-01-11,FormularyManager
FRM002283,PLAN007,20662343885,Cozaar,5,Non-Preferred,N,N,N,2024-06-21,2025-02-12,FormularyManager
FRM002284,PLAN006,74618978456,Singulair,2,Covered,N,N,N,2025-04-19,2026-09-22,FormularyManager
FRM002285,PLAN017,99532189053,Neurontin,2,Non-Preferred,N,N,Y,2025-12-11,2027-08-15,FormularyManager
FRM002286,PLAN005,76401628732,Prilosec,4,Covered,Y,N,Y,2024-09-20,2026-09-01,FormularyManager
FRM002287,PLAN015,98953435785,Synthroid,1,Covered,N,N,N,2024-04-14,2025-04-14,FormularyManager
FRM002288,PLAN008,66887309527,Microzide,2,Covered,N,Y,Y,2024-09-09,2026-04-13,FormularyManager
FRM002289,PLAN002,43283388696,Wellbutrin,3,Covered,Y,N,N,2026-04-15,2027-05-04,FormularyManager
FRM002290,PLAN012,98795104473,Vibramycin,5,Covered,N,Y,N,2025-12-11,2026-09-07,FormularyManager
FRM002291,PLAN010,52862954898,Cozaar,5,Covered,N,N,Y,2025-10-08,2026-07-05,FormularyManager
FRM002292,PLAN002,77497673240,Lipitor,1,Non-Preferred,N,Y,Y,2024-07-18,2026-01-05,FormularyManager
FRM002293,PLAN017,70483244548,Coreg,4,Non-Preferred,Y,N,Y,2024-01-01,2024-12-18,FormularyManager
FRM002294,PLAN016,13710490352,Protonix,3,Covered,Y,N,N,2025-12-17,2026-08-14,FormularyManager
FRM002295,PLAN017,51057281520,Singulair,1,Non-Preferred,Y,N,N,2024-12-30,2026-07-21,FormularyManager
FRM002296,PLAN008,77464349998,Eliquis,1,Covered,N,N,Y,2024-06-13,2025-03-12,FormularyManager
FRM002297,PLAN001,36069903176,Protonix,1,Covered,Y,N,Y,2024-08-03,2025-08-03,FormularyManager
FRM002298,PLAN019,47326286219,Lopressor,5,Covered,N,N,N,2024-09-11,2025-09-22,FormularyManager
FRM002299,PLAN007,78627670934,Singulair,1,Covered,N,Y,N,2025-10-30,2027-07-26,FormularyManager
FRM002300,PLAN013,12082289297,Singulair,4,Covered,N,N,Y,2025-08-08,2026-04-20,FormularyManager
FRM002301,PLAN007,98755861361,Prozac,5,Covered,N,N,N,2024-05-17,2026-04-30,FormularyManager
FRM002302,PLAN017,10772533217,Jardiance,4,Non-Preferred,N,N,Y,2026-04-05,2028-02-19,FormularyManager
FRM002303,PLAN003,54154506357,Prozac,2,Excluded,N,N,N,2025-08-03,2026-04-10,FormularyManager
FRM002304,PLAN019,98323115551,Lopressor,5,Covered,N,N,Y,2025-03-28,2025-09-28,FormularyManager
FRM002305,PLAN005,92043205735,Ozempic,4,Covered,Y,N,N,2025-10-11,2026-12-07,FormularyManager
FRM002306,PLAN017,33349215114,Ozempic,1,Excluded,N,N,N,2024-09-08,2026-03-02,FormularyManager
FRM002307,PLAN013,94403244960,Prilosec,4,Covered,N,Y,Y,2024-02-26,2025-10-06,FormularyManager
FRM002308,PLAN018,92608453526,Ozempic,2,Covered,Y,N,N,2024-11-14,2026-03-25,FormularyManager
FRM002309,PLAN010,89789879626,Eliquis,4,Non-Preferred,Y,N,N,2024-04-07,2024-11-06,FormularyManager
FRM002310,PLAN002,12371232115,Ozempic,3,Covered,N,N,Y,2025-12-30,2027-10-30,FormularyManager
FRM002311,PLAN020,73362282174,Protonix,5,Covered,N,N,N,2024-04-13,2024-12-10,FormularyManager
FRM002312,PLAN016,76229411744,Vibramycin,1,Covered,N,N,N,2026-04-09,2027-10-03,FormularyManager
FRM002313,PLAN013,99918121569,Januvia,1,Covered,N,Y,N,2025-02-13,2026-07-25,FormularyManager
FRM002314,PLAN020,97829657184,Eliquis,2,Non-Preferred,N,N,N,2025-12-21,2026-08-27,FormularyManager
FRM002315,PLAN007,49498489686,Eliquis,3,Covered,N,N,N,2026-02-04,2027-07-11,FormularyManager
FRM002316,PLAN007,35251160755,Lopressor,4,Covered,Y,N,Y,2025-05-03,2026-03-08,FormularyManager
FRM002317,PLAN017,93839707777,Prozac,1,Non-Preferred,N,N,N,2024-07-17,2026-05-24,FormularyManager
FRM002318,PLAN015,23817377057,Lexapro,4,Covered,N,N,N,2024-08-01,2025-08-13,FormularyManager
FRM002319,PLAN007,93381483220,Prilosec,4,Covered,N,N,N,2024-05-13,2026-01-07,FormularyManager
FRM002320,PLAN018,39273980031,Vibramycin,2,Non-Preferred,N,N,N,2025-08-16,2026-02-28,FormularyManager
FRM002321,PLAN002,35551800184,Cymbalta,4,Non-Preferred,Y,Y,N,2024-08-05,2025-08-16,FormularyManager
FRM002322,PLAN006,84702528484,Prinivil,5,Covered,N,N,N,2025-06-11,2026-10-22,FormularyManager
FRM002323,PLAN013,66359510772,Januvia,3,Covered,N,N,N,2024-09-01,2026-03-08,FormularyManager
FRM002324,PLAN001,96338320268,Protonix,3,Covered,Y,N,N,2024-12-17,2025-10-25,FormularyManager
FRM002325,PLAN018,92894865154,Januvia,2,Covered,N,N,N,2025-04-14,2026-12-07,FormularyManager
FRM002326,PLAN017,88410610673,Cozaar,2,Covered,N,N,N,2025-05-02,2027-04-11,FormularyManager
FRM002327,PLAN013,66849248677,Coreg,1,Non-Preferred,N,N,N,2025-05-23,2027-04-28,FormularyManager
FRM002328,PLAN010,64532981981,Crestor,2,Non-Preferred,N,N,N,2024-12-19,2025-11-30,FormularyManager
FRM002329,PLAN015,23709808766,Glucophage,4,Covered,Y,Y,N,2025-01-17,2026-09-02,FormularyManager
FRM002330,PLAN009,51465880016,Ozempic,1,Covered,N,N,N,2026-02-07,2026-08-25,FormularyManager
FRM002331,PLAN018,20166640636,Vibramycin,2,Non-Preferred,N,N,N,2024-06-21,2026-05-02,FormularyManager
FRM002332,PLAN014,86832223497,Prinivil,3,Covered,N,Y,Y,2025-06-17,2026-09-12,FormularyManager
FRM002333,PLAN009,85393162035,Lexapro,1,Non-Preferred,N,N,N,2025-01-15,2026-10-31,FormularyManager
FRM002334,PLAN005,12131959374,Prozac,5,Non-Preferred,Y,N,N,2024-02-07,2025-12-28,FormularyManager
FRM002335,PLAN008,73362282174,Protonix,2,Covered,Y,N,Y,2024-09-13,2025-07-21,FormularyManager
FRM002336,PLAN006,22366963895,Neurontin,2,Excluded,N,N,N,2024-01-03,2025-11-02,FormularyManager
FRM002337,PLAN018,29976903633,Coreg,5,Non-Preferred,N,Y,Y,2024-01-14,2024-11-02,FormularyManager
FRM002338,PLAN011,51269588679,Zoloft,4,Covered,N,N,N,2024-05-07,2025-04-11,FormularyManager
FRM002339,PLAN010,39764892488,Synthroid,5,Covered,N,N,N,2024-03-20,2026-03-12,FormularyManager
FRM002340,PLAN008,15501225748,Crestor,4,Non-Preferred,N,N,Y,2025-07-18,2026-09-26,FormularyManager
FRM002341,PLAN012,52954526623,Zoloft,3,Non-Preferred,N,Y,N,2025-07-21,2027-03-29,FormularyManager
FRM002342,PLAN013,41577281759,Glucophage,1,Non-Preferred,N,N,N,2025-10-04,2027-01-14,FormularyManager
FRM002343,PLAN007,81569427757,Wellbutrin,5,Covered,Y,N,N,2026-05-22,2027-12-15,FormularyManager
FRM002344,PLAN016,11492597998,Prozac,2,Non-Preferred,N,N,N,2025-04-16,2026-08-22,FormularyManager
FRM002345,PLAN020,94092112525,Neurontin,1,Non-Preferred,N,N,N,2025-03-07,2025-12-25,FormularyManager
FRM002346,PLAN010,19307837771,Protonix,3,Covered,Y,N,N,2024-12-23,2025-12-14,FormularyManager
FRM002347,PLAN004,67080423748,Lantus,4,Covered,N,N,Y,2024-08-21,2026-01-10,FormularyManager
FRM002348,PLAN005,49501356011,Lopressor,3,Non-Preferred,N,Y,N,2025-11-06,2027-04-09,FormularyManager
FRM002349,PLAN009,66961165235,Crestor,1,Covered,N,N,N,2025-11-09,2026-11-12,FormularyManager
FRM002350,PLAN016,12371232115,Ozempic,3,Covered,N,N,N,2025-09-04,2026-06-15,FormularyManager
FRM002351,PLAN001,59783584950,Humalog,5,Covered,N,N,N,2025-06-18,2025-12-31,FormularyManager
FRM002352,PLAN016,94423237054,Coreg,1,Covered,N,N,N,2026-02-10,2027-08-25,FormularyManager
FRM002353,PLAN020,54154506357,Prozac,4,Covered,N,Y,N,2024-01-29,2024-11-09,FormularyManager
FRM002354,PLAN002,64532981981,Crestor,2,Covered,N,N,N,2025-10-28,2027-08-01,FormularyManager
FRM002355,PLAN008,63166657868,Ozempic,4,Covered,N,N,N,2025-01-13,2026-12-02,FormularyManager
FRM002356,PLAN017,12734859910,Lantus,2,Non-Preferred,Y,N,N,2024-05-01,2025-07-09,FormularyManager
FRM002357,PLAN017,13289945916,Plavix,4,Covered,N,N,N,2024-01-04,2025-07-13,FormularyManager
FRM002358,PLAN010,71237921960,Wellbutrin,2,Covered,Y,N,N,2024-01-18,2024-11-01,FormularyManager
FRM002359,PLAN004,40427686976,Lipitor,4,Non-Preferred,N,N,N,2024-03-12,2025-09-07,FormularyManager
FRM002360,PLAN013,42969761175,Humalog,4,Covered,N,N,N,2024-01-16,2024-11-28,FormularyManager
FRM002361,PLAN019,25951181670,Prilosec,4,Covered,N,Y,N,2024-12-30,2026-07-04,FormularyManager
FRM002362,PLAN018,76401628732,Prilosec,1,Covered,N,N,Y,2025-03-25,2027-01-03,FormularyManager
FRM002363,PLAN013,96682671088,Humalog,3,Covered,Y,Y,N,2025-11-09,2026-05-12,FormularyManager
FRM002364,PLAN001,78632194752,Prinivil,3,Covered,N,N,N,2025-05-24,2027-03-25,FormularyManager
FRM002365,PLAN017,64647425595,Wellbutrin,2,Covered,N,N,N,2025-01-03,2026-10-06,FormularyManager
FRM002366,PLAN010,56356748535,Cozaar,1,Non-Preferred,N,N,N,2024-09-14,2025-10-10,FormularyManager
FRM002367,PLAN020,81636446371,Lipitor,4,Excluded,N,N,N,2024-12-07,2026-08-03,FormularyManager
FRM002368,PLAN004,94423237054,Coreg,5,Covered,N,N,N,2025-03-20,2027-03-02,FormularyManager
FRM002369,PLAN016,40504965642,Vibramycin,2,Covered,N,N,N,2025-12-12,2027-07-29,FormularyManager
FRM002370,PLAN011,47958975815,Lipitor,3,Covered,Y,N,N,2024-02-26,2025-04-08,FormularyManager
FRM002371,PLAN017,50389239682,Ozempic,5,Covered,N,N,Y,2025-12-14,2026-10-07,FormularyManager
FRM002372,PLAN015,33167573583,Norvasc,5,Covered,N,N,N,2024-12-12,2026-02-27,FormularyManager
FRM002373,PLAN014,60036280484,Ventolin,4,Covered,N,Y,N,2024-09-04,2026-02-09,FormularyManager
FRM002374,PLAN018,13954840715,Ventolin,3,Excluded,Y,N,N,2025-08-19,2026-12-16,FormularyManager
FRM002375,PLAN014,22951612888,Eliquis,1,Covered,N,N,N,2025-02-10,2026-12-08,FormularyManager
FRM002376,PLAN002,23709808766,Glucophage,2,Non-Preferred,N,N,Y,2025-08-08,2027-07-21,FormularyManager
FRM002377,PLAN013,88995939535,Ventolin,4,Non-Preferred,N,N,Y,2024-06-15,2025-02-23,FormularyManager
FRM002378,PLAN006,97921429156,Lexapro,1,Excluded,Y,N,N,2025-10-16,2027-01-09,FormularyManager
FRM002379,PLAN012,64075701520,Jardiance,4,Covered,N,N,N,2025-06-30,2026-11-17,FormularyManager
FRM002380,PLAN015,38299381624,Singulair,2,Covered,N,N,N,2025-07-29,2026-12-31,FormularyManager
FRM002381,PLAN019,47734931755,Norvasc,4,Non-Preferred,Y,N,Y,2024-05-31,2025-07-13,FormularyManager
FRM002382,PLAN008,83483861176,Cymbalta,3,Covered,N,Y,Y,2024-08-03,2025-09-03,FormularyManager
FRM002383,PLAN006,74794323539,Aldactone,4,Covered,N,N,N,2026-05-02,2027-09-09,FormularyManager
FRM002384,PLAN011,91771545572,Jardiance,2,Covered,N,N,N,2025-04-10,2026-09-24,FormularyManager
FRM002385,PLAN014,18139712589,Eliquis,4,Covered,Y,N,N,2025-01-29,2026-01-03,FormularyManager
FRM002386,PLAN018,36069903176,Protonix,4,Covered,N,N,N,2024-10-14,2026-05-07,FormularyManager
FRM002387,PLAN010,46826465747,Lexapro,3,,N,N,N,2025-04-11,2025-12-01,FormularyManager
FRM002388,PLAN014,41577281759,Glucophage,5,Covered,N,Y,N,2024-11-10,2025-05-15,FormularyManager
FRM002389,PLAN008,95394474535,Cymbalta,1,Covered,Y,N,Y,2024-09-15,2026-08-29,FormularyManager
FRM002390,PLAN001,26331939675,Ventolin,2,Covered,N,N,N,2025-08-21,2027-06-04,FormularyManager
FRM002391,PLAN008,63166657868,Ozempic,1,Covered,N,N,Y,2026-05-06,2027-08-31,FormularyManager
FRM002392,PLAN010,85163650917,Protonix,4,Covered,N,N,N,2025-09-30,2026-05-24,FormularyManager
FRM002393,PLAN009,62842687164,Ozempic,1,Covered,N,N,N,2024-07-30,2026-02-04,FormularyManager
FRM002394,PLAN007,85393162035,Lexapro,3,Non-Preferred,N,N,N,2024-07-18,2026-06-26,FormularyManager
FRM002395,PLAN014,38443858993,Lipitor,4,Covered,N,N,Y,2026-04-02,2027-09-29,FormularyManager
FRM002396,PLAN010,52812397130,Ozempic,4,Covered,N,N,N,2025-07-16,2027-06-18,FormularyManager
FRM002397,PLAN020,60055684146,Neurontin,4,Covered,N,Y,N,2025-10-05,2026-09-18,FormularyManager
FRM002398,PLAN001,42368965233,Zoloft,1,Covered,Y,N,N,2024-11-06,2026-08-04,FormularyManager
FRM002399,PLAN006,26059713727,Lexapro,4,Covered,Y,N,N,2025-11-28,2026-10-10,FormularyManager
FRM002400,PLAN018,74970912325,Prozac,2,Covered,N,N,N,2026-03-09,2027-09-12,FormularyManager
FRM002401,PLAN014,54705453523,Aldactone,3,Covered,N,N,N,2025-08-18,2027-08-09,FormularyManager
FRM002402,PLAN007,43111470329,Vibramycin,4,Covered,Y,N,N,2026-01-06,2027-12-09,FormularyManager
FRM002403,PLAN007,96012885450,Wellbutrin,1,Excluded,N,Y,N,2025-01-01,2026-06-15,FormularyManager
FRM002404,PLAN010,50593972260,Januvia,2,Covered,N,N,N,2026-04-14,2027-08-09,FormularyManager
FRM002405,PLAN012,60036280484,Ventolin,1,Non-Preferred,N,N,Y,2025-09-26,2027-06-13,FormularyManager
FRM002406,PLAN004,10394138129,Lantus,3,Covered,N,N,N,2026-03-09,2027-08-09,FormularyManager
FRM002407,PLAN005,48104454958,Neurontin,2,Covered,Y,Y,N,2026-05-26,2026-12-27,FormularyManager
FRM002408,PLAN007,78677417938,Eliquis,3,Covered,N,N,N,2024-03-09,2025-01-22,FormularyManager
FRM002409,PLAN007,15456605232,Prilosec,2,Covered,Y,N,Y,2025-05-26,2026-08-25,FormularyManager
FRM002410,PLAN005,73812149827,Aldactone,5,Non-Preferred,N,N,N,2024-10-01,2026-01-13,FormularyManager
FRM002411,PLAN008,44211207023,UNKNOWN BRAND DRG00834,4,Covered,N,N,Y,2024-05-25,2025-06-16,FormularyManager
FRM002412,PLAN019,20393586211,Januvia,2,Covered,N,N,Y,2024-09-20,2025-08-25,FormularyManager
FRM002413,PLAN004,50461794847,Cozaar,5,Covered,N,N,N,2025-10-08,2027-08-07,FormularyManager
FRM002414,PLAN008,43283388696,Wellbutrin,3,Covered,N,N,Y,2026-04-03,2027-02-10,FormularyManager
FRM002415,PLAN016,35021253272,Januvia,5,Covered,N,N,N,2024-03-23,2026-02-11,FormularyManager
FRM002416,PLAN002,64075701520,Jardiance,5,Covered,Y,Y,N,2025-09-03,2026-11-18,FormularyManager
FRM002417,PLAN012,52258384311,Prinivil,2,Covered,N,N,N,2025-08-29,2026-10-17,FormularyManager
FRM002418,PLAN017,25092429310,Jardiance,4,Non-Preferred,N,N,N,2025-08-24,2026-03-09,FormularyManager
FRM002419,PLAN012,56758128355,Lasix,5,Covered,N,N,N,2025-12-24,2027-07-27,FormularyManager
FRM002420,PLAN002,20379513865,Prilosec,2,Covered,N,N,N,2025-10-04,2026-09-20,FormularyManager
FRM002421,PLAN010,45395582883,Prinivil,3,Covered,Y,N,N,2024-12-24,2025-12-04,FormularyManager
FRM002422,PLAN003,43701205518,Ozempic,2,Covered,Y,N,Y,2024-01-17,2025-03-02,FormularyManager
FRM002423,PLAN001,37423653148,Lasix,2,Covered,N,N,N,2026-03-20,2028-02-29,FormularyManager
FRM002424,PLAN018,27539452320,Eliquis,1,Covered,N,N,N,2026-03-19,2026-09-17,FormularyManager
FRM002425,PLAN006,13889195769,Coreg,3,Covered,N,N,Y,2024-02-21,2025-09-24,FormularyManager
FRM002426,PLAN017,60407576377,Singulair,3,Covered,N,Y,N,2025-12-05,2027-06-28,FormularyManager
FRM002427,PLAN003,80251520484,Humalog,3,Excluded,N,N,N,2025-01-29,2025-08-01,FormularyManager
FRM002428,PLAN019,59760482618,Humalog,4,Covered,N,N,Y,2024-03-27,2025-04-13,FormularyManager
FRM002429,PLAN010,80158561493,Prinivil,3,Covered,N,N,N,2024-07-13,2026-07-02,FormularyManager
FRM002430,PLAN010,37173563991,Lasix,2,Covered,N,N,N,2024-05-21,2025-01-29,FormularyManager
FRM002431,PLAN015,15426453054,Zoloft,5,Covered,N,N,Y,2025-09-15,2027-08-02,FormularyManager
FRM002432,PLAN004,33745564480,Prozac,1,Covered,N,N,Y,2025-07-20,2027-06-03,FormularyManager
FRM002433,PLAN009,81267869985,Aldactone,6,Covered,Y,N,N,2025-04-25,2026-01-12,FormularyManager
FRM002434,PLAN019,26670320788,Aldactone,2,Covered,N,N,N,2024-07-14,2025-04-12,FormularyManager
FRM002435,PLAN020,18475573796,Protonix,3,Non-Preferred,N,N,N,2024-06-23,2026-05-31,FormularyManager
FRM002436,PLAN010,85163650917,Protonix,3,Non-Preferred,N,N,N,2025-11-11,2026-10-27,FormularyManager
FRM002437,PLAN016,45869998291,Prilosec,2,Covered,N,N,Y,2024-04-22,2026-03-01,FormularyManager
FRM002438,PLAN013,99698815592,Norvasc,5,Excluded,N,N,Y,2024-06-24,2025-05-14,FormularyManager
FRM002439,PLAN020,10207597398,Ozempic,2,Excluded,N,N,N,2025-11-19,2026-11-16,FormularyManager
FRM002440,PLAN008,89013673320,Norvasc,4,Covered,Y,N,N,2026-01-20,2027-04-22,FormularyManager
FRM002441,PLAN015,38655593381,Singulair,3,Covered,N,N,Y,2024-11-03,2026-06-13,FormularyManager
FRM002442,PLAN008,71609142040,Plavix,3,Non-Preferred,N,N,N,2025-11-02,2027-02-04,FormularyManager
FRM002443,PLAN008,42327533412,Norvasc,5,Covered,N,N,Y,2024-04-25,2026-03-26,FormularyManager
FRM002444,PLAN011,53756657133,Neurontin,3,Covered,Y,Y,N,2024-05-16,2025-09-20,FormularyManager
FRM002445,PLAN008,98037118876,Lantus,1,Covered,Y,N,N,2024-01-22,2024-09-18,FormularyManager
FRM002446,PLAN003,93243253281,Synthroid,1,Covered,N,N,Y,2025-09-08,2027-05-10,FormularyManager
FRM002447,PLAN015,97815836329,Neurontin,1,Covered,N,N,N,2024-11-16,2025-08-17,FormularyManager
FRM002448,PLAN006,87180850251,Microzide,3,Non-Preferred,N,N,N,2025-09-20,2027-06-20,FormularyManager
FRM002449,PLAN008,42883174115,Zoloft,1,Covered,Y,Y,N,2025-12-08,2026-11-25,FormularyManager
FRM002450,PLAN012,14420419723,Microzide,2,Covered,N,Y,N,2025-09-28,2027-02-13,FormularyManager
FRM002451,PLAN016,82051876664,Cozaar,4,Covered,Y,N,N,2025-02-01,2025-10-21,FormularyManager
FRM002452,PLAN018,73825238231,Lexapro,3,Non-Preferred,Y,N,N,2025-08-03,2026-02-26,FormularyManager
FRM002453,PLAN006,94487791738,Glucophage,3,Covered,N,N,N,2025-11-17,2026-07-08,FormularyManager
FRM002454,PLAN006,14612321460,Singulair,1,Covered,Y,N,N,2024-08-26,2026-03-17,FormularyManager
FRM002455,PLAN012,10731878875,Lasix,2,Covered,N,N,Y,2024-11-14,2026-07-08,FormularyManager
FRM002456,PLAN007,91227369073,Singulair,2,Non-Preferred,N,N,N,2025-11-03,2026-11-24,FormularyManager
FRM002457,PLAN018,41367605024,Prilosec,4,Covered,Y,N,N,2026-03-29,2027-06-04,FormularyManager
FRM002458,PLAN020,37929930922,Prinivil,5,Covered,N,N,N,2025-09-08,2026-09-27,FormularyManager
FRM002459,PLAN002,97242993023,Norvasc,4,Covered,N,N,N,2024-12-24,2026-03-01,FormularyManager
FRM002460,PLAN014,88687101335,Norvasc,1,Covered,N,N,N,2024-10-02,2026-04-28,FormularyManager
FRM002461,PLAN017,86890799081,Norvasc,1,Non-Preferred,N,N,N,2024-05-11,2024-12-12,FormularyManager
FRM002462,PLAN007,68995759668,Ventolin,1,Non-Preferred,N,N,N,2026-04-16,2026-10-25,FormularyManager
FRM002463,PLAN007,92131319328,Plavix,3,Excluded,Y,N,Y,2025-01-19,2026-07-19,FormularyManager
FRM002464,PLAN005,78627670934,Singulair,4,Covered,N,N,Y,2024-04-18,2024-10-19,FormularyManager
FRM002465,PLAN014,90122185551,Januvia,5,Covered,N,Y,N,2024-08-17,2026-01-27,FormularyManager
FRM002466,PLAN015,52155953617,Lopressor,5,Covered,N,N,N,2026-04-20,2027-04-26,FormularyManager
FRM002467,PLAN015,76954397631,Microzide,1,Non-Preferred,N,N,N,2026-03-02,2027-04-13,FormularyManager
FRM002468,PLAN017,48777918537,Protonix,3,Excluded,Y,N,Y,2024-08-25,2026-03-22,FormularyManager
FRM002469,PLAN015,91237315897,Plavix,2,Non-Preferred,N,N,N,2024-10-05,2026-10-01,FormularyManager
FRM002470,PLAN014,80033254784,Wellbutrin,1,Covered,Y,Y,N,2024-11-17,2026-02-14,FormularyManager
FRM002471,PLAN011,56529194411,Crestor,5,Excluded,Y,N,N,2025-01-11,2025-11-26,FormularyManager
FRM002472,PLAN016,79510138828,Lasix,5,Covered,N,N,N,2025-01-27,2025-09-09,FormularyManager
FRM002473,PLAN005,61023340877,Lipitor,1,Covered,N,N,Y,2025-04-08,2025-10-11,FormularyManager
FRM002474,PLAN004,41290491468,Prinivil,1,Covered,Y,Y,N,2025-05-04,2026-02-11,FormularyManager
FRM002475,PLAN014,14432106343,Microzide,5,Covered,Y,N,N,2024-02-08,2025-04-05,FormularyManager
FRM002476,PLAN006,76373444921,Aldactone,1,Excluded,N,N,N,2025-12-01,2026-07-07,FormularyManager
FRM002477,PLAN003,35516352970,Cymbalta,3,Non-Preferred,N,N,N,2025-02-19,2026-06-13,FormularyManager
FRM002478,PLAN011,88410610673,Cozaar,5,Covered,Y,N,N,2024-05-18,2025-02-19,FormularyManager
FRM002479,PLAN010,77497673240,Lipitor,5,Covered,Y,N,N,2024-04-13,2025-07-24,FormularyManager
FRM002480,PLAN006,69240639616,Ozempic,1,Covered,N,N,N,2024-10-04,2026-09-30,FormularyManager
FRM002481,PLAN003,15035164887,Glucophage,2,Non-Preferred,Y,N,N,2024-02-04,2024-11-03,FormularyManager
FRM002482,PLAN011,78211193483,UNKNOWN BRAND DRG00226,2,Covered,N,Y,N,2024-05-16,2025-10-12,FormularyManager
FRM002483,PLAN017,10731878875,Lasix,4,Covered,N,N,Y,2024-09-02,2026-01-03,FormularyManager
FRM002484,PLAN018,69398255036,Vibramycin,3,Excluded,Y,N,N,2025-09-15,2027-03-20,FormularyManager
FRM002485,PLAN003,98617171442,Lantus,1,Covered,N,Y,N,2024-04-26,2025-04-27,FormularyManager
FRM002486,PLAN012,77205261342,Prinivil,3,Covered,N,N,N,2024-06-12,2026-05-23,FormularyManager
FRM002487,PLAN019,37677228163,Prilosec,4,Non-Preferred,N,N,N,2025-03-27,2026-01-23,FormularyManager
FRM002488,PLAN001,59221259051,Lantus,1,Covered,N,N,N,2025-10-10,2026-05-08,FormularyManager
FRM002489,PLAN011,40026109670,Lasix,1,Covered,N,N,N,2024-04-05,2025-03-15,FormularyManager
FRM002490,PLAN017,86150728282,Zoloft,3,Covered,N,Y,N,2026-02-07,2026-09-10,FormularyManager
